Grupo Vehiculo;Placa;digito;Codigo SII;A�o Veh�culo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;A�o Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisi�n;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas;
Vehiculo Liviano;SF-7907;K;CT176003198;1998;873734;Presencial;27221;0;0;27221;Total;22/02/2022;2022;CAMIONETA;NISSAN;D21 C/S;ROJO CLARO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;DTZH-75;9;HB229010212;2012;2848900;Presencial;28489;0;0;28489;Total;22/02/2022;2022;AUTOMOVIL;SUZUKI;CELERIO 1.0 GA;GRIS;Mec;Benc;1000;Norm;4;
Vehiculo Liviano;GDSF-80;2;HB243021214;2014;3353510;Presencial;34405;0;0;34405;Total;22/02/2022;2022;AUTOMOVIL;VOLKSWAGEN;GOL;PLATEADO PLATA SIRIUSMETALICO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;YR-7526;6;SU235003605;2005;3444360;Presencial;36222;0;0;36222;Total;22/02/2022;2022;STATION WAGON;TOYOTA;ADVANTAGE;GRIS OSC MICXA META;Aut;Benc;2000;Full;4;
Vehiculo Liviano;FVYC-54;3;SD132014613;2013;3766838;Presencial;42672;0;0;42672;Total;22/02/2022;2022;AUTOMOVIL;KIA MOTORS;RIO;NEGRO AURORA;Mec;Benc;1400;Full;4;
Vehiculo Liviano;GTHW-87;3;SD111023214;2014;3995958;Presencial;47254;0;0;47254;Total;22/02/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT RB 1.4 GL AV 6MT;PLATEADO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;KLGK-51;3;CO047002018;2018;4035077;Presencial;48036;0;0;48036;Total;22/02/2022;2022;FURGON;CHANGAN;M201 FURGON CARGO A/C EPS;BLANCO;Mec;Benc;1200;Full;4;
Vehiculo Liviano;DPCF-57;1;HB111011712;2012;4592960;Presencial;59194;0;0;59194;Total;22/02/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT;BLANCO;Mec;Dies;1600;Equi;4;
Vehiculo Liviano;JGSC-75;K;HB132004317;2017;4767110;Presencial;62677;0;0;62677;Total;22/02/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;ROJO SIGNAL;Mec;Benc;1200;Full;4;
Vehiculo Liviano;DKXK-40;6;CT225002012;2012;4795510;Presencial;63245;0;0;63245;Total;22/02/2022;2022;CAMIONETA;SSANGYONG;A.SPORTS 4X2;BLANCO;Mec;Dies;2000;Equi;4;
Vehiculo Liviano;BXBL-78;5;CT160009309;2009;4917210;Presencial;65679;0;0;65679;Total;22/02/2022;2022;CAMIONETA;MAZDA;BT50 DC 4X4 SDX TT;NEGRO-GRIS;Mec;Dies;2500;Full;4;
Vehiculo Liviano;CVTJ-24;4;SU121004011;2011;4935960;Presencial;66054;0;0;66054;Total;22/02/2022;2022;STATION WAGON;JEEP;COMPASS;NEGRO METALICO;Aut;Benc;2400;Full;4;
Vehiculo Liviano;HBWD-76;9;SD176031516;2016;5442660;Presencial;76188;0;0;76188;Total;22/02/2022;2022;AUTOMOVIL;NISSAN;VERSA;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;LSTW-28;7;SD050030520;2020;5653910;Presencial;80413;0;0;80413;Total;22/02/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;AZUL  NAUTILIS M;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;PCKW-27;3;HB229015521;2021;9462306;Presencial;92937;0;0;92937;1ra. Cuota;22/02/2022;2022;AUTOMOVIL;SUZUKI;BALENO;BLANCO PERLA;Aut;Benc;1400;Full;4;
Carga;FV-4464;2;NULL;1987;2;Presencial;116857;4382;8153;129392;Total;22/02/2022;2021;CAMION;MERCEDES BENZ;L 1313;ROJO;NULL;NULL;NULL;NULL;0;
Vehiculo Liviano;LWSB-95;K;HB229015620;2020;7799894;Presencial;136001;0;0;136001;Total;22/02/2022;2022;AUTOMOVIL;SUZUKI;BALENO;AZUL METALICO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;PZBF-22;3;CT235015621;2021;14886372;Presencial;361354;0;0;361354;Total;22/02/2022;2022;CAMIONETA;TOYOTA;HILUX;GRIS OSC METALICO;Mec;Dies;2400;NULL;4;
Vehiculo Liviano;LFCT-37;7;CT176032919;2019;15808935;Presencial;398257;0;0;398257;Total;22/02/2022;2022;CAMIONETA;NISSAN;NP300;BLANCO;Mec;Dies;2300;Full;4;
Vehiculo Liviano;PLXF-13;7;CT160011921;2021;16189581;Presencial;413483;0;0;413483;Total;22/02/2022;2022;CAMIONETA;MAZDA;BT50;PLATA;Mec;Dies;2200;Full;4;
Vehiculo Liviano;ZB-3726;8;HB050006506;2006;1543174;Presencial;14789;658;1221;16668;2da. Cuota;23/02/2022;2021;AUTOMOVIL;CHEVROLET;CORSA HB 3P 1.6 DH AC;GRIS;Mec;Benc;1600;Full;2;
Vehiculo Liviano;CBPX-61;9;HB047000210;2010;1792423;Presencial;27221;0;0;27221;Total;23/02/2022;2022;AUTOMOVIL;CHANGAN;BENNI SE;PLATEADO;Mec;Benc;1300;Full;4;
Vehiculo Liviano;YJ-2176;9;HB184007405;2005;1847585;Presencial;27221;0;0;27221;Total;23/02/2022;2022;AUTOMOVIL;PEUGEOT;206 XR 5P. 1.4 HDI;GRIS CENDRE;Mec;Dies;1400;Equi;4;
Vehiculo Liviano;BGSP-80;1;SD235017408;2008;2391984;Presencial;27221;0;0;27221;Total;23/02/2022;2022;AUTOMOVIL;TOYOTA;YARIS;VERDE CLARO METALI;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;DLS-081;5;MT149001016;2016;450134;Presencial;27221;0;0;27221;Total;23/02/2022;2022;Moto;LONCIN;LX;VERDE;Mec;Benc;150;NULL;0;
Vehiculo Liviano;GBHF-81;8;HB050011514;2014;2429756;Presencial;27221;0;0;27221;Total;23/02/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;BLANCO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;JHGT-83;9;SD050030417;2017;5000991;Presencial;33678;0;0;33678;1ra. Cuota;23/02/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;PLATEADO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;CBPX-61;9;HB047000210;2010;1313605;Presencial;31595;1631;4475;37701;Total;23/02/2022;2021;AUTOMOVIL;CHANGAN;BENNI SE;PLATEADO;Mec;Benc;1300;Full;4;
Vehiculo Liviano;CBPX-61;9;HB047000210;2010;1400000;Presencial;36646;2409;9400;48455;Total;23/02/2022;2020;AUTOMOVIL;CHANGAN;BENNI SE;PLATEADO;Mec;Benc;1300;Full;4;
Vehiculo Liviano;LJKJ-39;9;CT050029011;2011;4710810;Presencial;61551;0;0;61551;Total;23/02/2022;2022;CAMIONETA;CHEVROLET;D-MAX;BLANCO;Mec;Dies;3000;Full;4;
Vehiculo Liviano;JYTZ-65;6;SD050030518;2018;4898710;Presencial;65309;0;0;65309;Total;23/02/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;AMARILLO CHAMPANA METALICO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;GSTD-70;4;CT225002514;2014;6483577;Presencial;59618;2654;4923;67195;2da. Cuota;23/02/2022;2021;CAMIONETA;SSANGYONG;A.SPORTS 4X4 AC LL;PLATEADO;Mec;Dies;2000;Full;4;
Transporte Publico;LBLW-49;8;NULL;2019;1;Presencial;62200;3004;7398;72602;Total;23/02/2022;2021;TAXI COLECTIVO;HYUNDAI;ACCENT RB 1.6;NEGRO;NULL;NULL;NULL;NULL;4;
Vehiculo Liviano;LWRD-24;8;SU117002420;2020;6161487;Presencial;90565;0;0;90565;Total;23/02/2022;2022;AUTOMOVIL;JAC;S2;BLANCO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;PGFB-84;2;SU235014421;2021;14697099;Presencial;176892;0;0;176892;1ra. Cuota;23/02/2022;2022;STATION WAGON;TOYOTA;RAV4;GRIS OSCURO METALICO;Mec;Benc;2000;NULL;5;
Vehiculo Liviano;PZBD-91;K;CT166006921;2021;14683090;Presencial;353223;0;0;353223;Total;23/02/2022;2022;CAMIONETA;MITSUBISHI;L200;AZUL METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;WK-5406;7;SU052006907;2007;2627209;Presencial;15245;679;1259;17183;2da. Cuota;24/02/2022;2021;AUTOMOVIL;CITROEN;XSARA PICASSO HDI 92CV;GRIS FER;Mec;Dies;1600;Full;4;
Vehiculo Liviano;LA-3452;1;SD176008794;1994;694036;Presencial;27221;0;0;27221;Total;24/02/2022;2022;AUTOMOVIL;NISSAN;V16 SPORT 1.6;GRIS;Mec;Benc;1600;Equi;2;
Vehiculo Liviano;BCSC-67;3;SD176021408;2008;2178528;Presencial;27221;0;0;27221;Total;24/02/2022;2022;AUTOMOVIL;NISSAN;V16 EX SALOON STD COLOR;NEGRO  GRIS;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;UU-7992;8;CT160004201;2001;2205745;Presencial;27221;0;0;27221;Total;24/02/2022;2022;CAMIONETA;MAZDA;B2900;ROJO BURDEO;Mec;Dies;2900;Full;4;
Vehiculo Liviano;BFFG-88;K;HB111005408;2008;2763942;Presencial;27639;0;0;27639;Total;24/02/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT;GRIS GRAFITO;Mec;BENC;1600;Equi;4;
Vehiculo Liviano;WW-7321;1;CT176005907;2007;2814184;Presencial;28142;0;0;28142;Total;24/02/2022;2022;CAMIONETA;NISSAN;D21 D/C CENTURY;BLANCO;Mec;Benc;2400;Equi;4;
Vehiculo Liviano;DSVX-20;1;SD050022512;2012;3051663;Presencial;30517;0;0;30517;Total;24/02/2022;2022;AUTOMOVIL;CHEVROLET;AVEO SEDAN LS NB 1.4 MT ABS;GRIS URBAN;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;HCVK-72;7;SU047000515;2015;4185610;Presencial;51047;0;0;51047;Total;24/02/2022;2022;STATION WAGON;CHANGAN;CS35;BEIGE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;HPPK-48;8;SD197013916;2016;4301982;Presencial;53374;0;0;53374;Total;24/02/2022;2022;AUTOMOVIL;RENAULT;SYMBOL;BLANCO GLACIER;Mec;Benc;1600;Full;4;
Vehiculo Liviano;BYWF-22;K;SU111005909;2009;4335460;Presencial;54044;0;0;54044;Total;24/02/2022;2022;STATION WAGON;HYUNDAI;TUCSON;PLATEADO PLATA VERDOSO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;JGSG-20;1;SU079006217;2017;7243973;Presencial;59662;0;0;59662;1ra. Cuota;24/02/2022;2022;STATION WAGON;FORD;ECOSPORT;BEIGE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;KPCW-99;8;HB050018618;2018;5111160;Presencial;69558;0;0;69558;Total;24/02/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;GRIS METALICO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;DWJK-37;7;CT176029312;2012;5283410;Presencial;73003;0;0;73003;Total;24/02/2022;2022;CAMIONETA;NISSAN;TERRANO;ROJO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;HFLB-20;0;CT160011715;2015;10332938;Presencial;105997;0;0;105997;1ra. Cuota;24/02/2022;2022;CAMIONETA;MAZDA;BT50;BLANCO;Mec;Dies;2200;Full;4;
Vehiculo Liviano;HTZH-14;8;CO184018516;2016;7471503;Presencial;126149;0;0;126149;Total;24/02/2022;2022;STATION WAGON;PEUGEOT;TEPEE OUTDOOR ALLURE 7P;GRIS SHARK;Mec;Dies;1600;Full;4;
Vehiculo Liviano;PYRR-35;3;VN184002021;2021;14775930;Presencial;178469;0;0;178469;1ra. Cuota;24/02/2022;2022;STATION WAGON;PEUGEOT;RIFTER;GRIS ARTENSE;Aut;Dies;1600;NULL;4;
Vehiculo Liviano;LPTZ-95;9;CT235016220;2020;20027417;Presencial;283498;0;0;283498;1ra. Cuota;24/02/2022;2022;CAMIONETA;TOYOTA;HILUX;GRIS OSCURO;Mec;Dies;2400;NULL;4;
Vehiculo Liviano;LFCX-91;0;SU225012319;2019;14907902;Presencial;362215;0;0;362215;Total;24/02/2022;2022;STATION WAGON;SSANGYONG;REXTON;AZUL;Mec;Dies;2200;NULL;4;
Vehiculo Liviano;KSGG-54;1;CT160012019;2019;14916996;Presencial;362579;0;0;362579;Total;24/02/2022;2022;CAMIONETA;MAZDA;BT50;BLANCO;Mec;Dies;2200;Full;4;
Vehiculo Liviano;LF-7514;K;CT050003894;1994;691707;Presencial;27221;0;0;27221;Total;25/02/2022;2022;CAMIONETA;CHEVROLET;LUV 2.3 SPACE CAB;BLANCO;Mec;Benc;2300;Norm;2;
Vehiculo Liviano;PL-4299;5;CT050006296;1996;1152491;Presencial;27221;0;0;27221;Total;25/02/2022;2022;CAMIONETA;CHEVROLET;CHEYENNE 2WD;VERDE METALICO;Aut;Benc;5700;Full;2;
Vehiculo Liviano;RZ-7623;2;CT166001898;1998;1506598;Presencial;27221;0;0;27221;Total;25/02/2022;2022;CAMIONETA;MITSUBISHI;L200 2.5 4WD TURBO DIESEL;ROJO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;UR-8035;3;SU229009401;2001;1956801;Presencial;27221;0;0;27221;Total;25/02/2022;2022;JEEP;SUZUKI;VITARA;ROJO;Mec;Dies;1900;Equi;2;
Vehiculo Liviano;KC-6158;5;CT050001192;1992;500577;Presencial;27221;0;0;27221;Total;25/02/2022;2022;CAMIONETA;CHEVROLET;LUV 1.6 STD;CAFE MARRON;Mec;Benc;1600;Norm;2;
Vehiculo Liviano;UG-5473;5;CT160003901;2001;1464819;Presencial;27221;0;0;27221;Total;25/02/2022;2022;CAMIONETA;MAZDA;B2200 SC 2.2;PLATEADO;Mec;Benc;2200;Norm;2;
Vehiculo Liviano;SX-6772;9;SU229007199;1999;1549791;Presencial;27221;0;0;27221;Total;25/02/2022;2022;JEEP;SUZUKI;JIMNY;AZUL MIAMI;Mec;Benc;1300;Equi;2;
Vehiculo Liviano;WU-7815;2;CT050024907;2007;2880300;Presencial;28803;0;0;28803;Total;25/02/2022;2022;CAMIONETA;CHEVROLET;LUV;PLATEADO;Mec;Dies;3000;Norm;4;
Vehiculo Liviano;CSXW-28;8;SD111016311;2011;3049687;Presencial;30497;0;0;30497;Total;25/02/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT;BEIGE;Mec;Benc;1400;Full;4;
Vehiculo Liviano;PL-4299;5;CT050006296;1996;1188135;Presencial;31595;1631;4475;37701;Total;25/02/2022;2021;CAMIONETA;CHEVROLET;CHEYENNE 2WD;VERDE METALICO;Aut;Benc;5700;Full;2;
Vehiculo Liviano;PL-4299;5;CT050006296;1996;1266278;Presencial;36646;2409;9400;48455;Total;25/02/2022;2020;CAMIONETA;CHEVROLET;CHEYENNE 2WD;VERDE METALICO;Aut;Benc;5700;Full;2;
